area,baths,beds,latitude,link,longitude,others,postdate,postid,price,title
,1Ba,1BR,41.892300,https://chicago.craigslist.org/chc/apa/d/chicago-great-apartment-hardwood-floors/6825640318.html,-87.637300,,Feb 26,6825640318,$3065,!@GREAT APARTMENT - HARDWOOD FLOORS@
,1Ba,0BR,41.892300,https://chicago.craigslist.org/chc/apa/d/chicago-stunning-apartment-ideal/6825601342.html,-87.637300,,Feb 26,6825601342,$1675,STUNNING APARTMENT - IDEAL LOCATION
,1Ba,0BR,41.992631,https://chicago.craigslist.org/chc/apa/d/chicago-studio-on-north-winthrop-ave/6828547633.html,-87.658656,,Feb 26,6828547633,$1075,"Studio on North Winthrop Ave., Pet Ok, New/Renovated Bath, WiFi"
,2Ba,2BR,41.920900,https://chicago.craigslist.org/chc/apa/d/chicago-h-c-g-grand-apartment-near/6825661872.html,-87.704300,,Feb 26,6825661872,$2839,C H I C A G O : GRAND APARTMENT NEAR CALIFORNIA BLUE LINE
,1Ba,0BR,41.920900,https://chicago.craigslist.org/chc/apa/d/chicago-lux-apartment-in-logan-square/6825651820.html,-87.704300,,Feb 26,6825651820,$1789,!@LUX APARTMENT IN LOGAN SQUARE@
,1Ba,1BR,41.892300,https://chicago.craigslist.org/chc/apa/d/chicago-impressive-apartment-full/6825602599.html,-87.637300,,Feb 26,6825602599,$1745,Impressive Apartment - Full Amenities
,1Ba,0BR,41.920900,https://chicago.craigslist.org/chc/apa/d/chicago-chicago-lux-apartment-in-logan/6825672907.html,-87.704300,,Feb 26,6825672907,$1789,CHICAGO: LUX APARTMENT IN LOGAN SQUARE@
567,1Ba,1BR,41.915332,https://chicago.craigslist.org/chc/apa/d/chicago-1879-milwaukee-brand-new-1-bed/6824794058.html,-87.685055,"available feb 1,cats are OK - purrr,dogs are OK - wooof,apartment,w/d in unit,no smoking,attached garage",Feb 26,6824794058,$1780,1879 MILWAUKEE! BRAND NEW 1-BED IN THE HEART OF BUCKTOWN!
567,1Ba,1BR,41.915332,https://chicago.craigslist.org/chc/apa/d/chicago-1879-milwaukee-brand-new-1/6824794458.html,-87.685055,"available feb 1,dogs are OK - wooof,apartment,w/d in unit,no smoking,attached garage",Feb 26,6824794458,$1780,1879 MILWAUKEE! BRAND NEW 1-BEDROOM IN THE HEART OF BUCKTOWN
,1Ba,0BR,41.897100,https://chicago.craigslist.org/chc/apa/d/chicago-lofty-apartment-on-the-lake/6825632515.html,-87.622300,,Feb 26,6825632515,$1921,Lofty APARTMENT On The Lake
,1Ba,0BR,41.915332,https://chicago.craigslist.org/chc/apa/d/chicago-1879-milwaukee-brand-new-studio/6824794962.html,-87.685055,,Feb 26,6824794962,$1665,1879 MILWAUKEE! BRAND NEW STUDIO WITH TERRACE IN THE HEART OF BUCKTOWN
567,1Ba,1BR,41.915332,https://chicago.craigslist.org/chc/apa/d/chicago-1879-milwaukee-now-leasing/6824802874.html,-87.685055,"available may 1,cats are OK - purrr,dogs are OK - wooof,apartment,w/d in unit,no smoking,attached garage",Feb 26,6824802874,$1780,1879 MILWAUKEE- NOW LEASING! BRAND NEW 1-BED IN THE HEART OF BUCKTOWN
,2Ba,2BR,41.920900,https://chicago.craigslist.org/chc/apa/d/chicago-grand-apartment-near-california/6825658127.html,-87.704300,,Feb 26,6825658127,$2839,!@GRAND APARTMENT NEAR CALIFORNIA BLUE LINE
,1Ba,0BR,41.915332,https://chicago.craigslist.org/chc/apa/d/chicago-1879-milwaukee-new-studio/6824814685.html,-87.685055,,Feb 26,6824814685,$1665,1879 MILWAUKEE! NEW STUDIO W/ TERRACE - WALK TO CTA AND THE 606
600,1Ba,1BR,41.932780,https://chicago.craigslist.org/chc/apa/d/chicago-lincoln-park-jr-1bedroom/6828548282.html,-87.640514,"available mar 1,condo,laundry in bldg,no smoking,off-street parking",Feb 26,6828548282,$1599,Lincoln park   Jr 1bedroom
,1Ba,1BR,41.915332,https://chicago.craigslist.org/chc/apa/d/chicago-now-leasing-1879-milwaukee-top/6824806212.html,-87.685055,,Feb 26,6824806212,$2770,NOW LEASING! 1879 MILWAUKEE! TOP-FLOOR BUCKTOWN 2BED/2BATH W/ BALCONY!
,2Ba,2BR,41.920900,https://chicago.craigslist.org/chc/apa/d/chicago-grand-apartment-near-california/6825671923.html,-87.704300,,Feb 26,6825671923,$2839,!@GRAND APARTMENT NEAR CALIFORNIA BLUE LINE
567,1Ba,1BR,41.915332,https://chicago.craigslist.org/chc/apa/d/chicago-now-leasing-1879-milwaukee/6824799573.html,-87.685055,"available apr 1,cats are OK - purrr,dogs are OK - wooof,apartment,w/d in unit,no smoking,attached garage",Feb 26,6824799573,$1780,NOW LEASING 1879 MILWAUKEE! BRAND NEW 1-BED IN THE HEART OF BUCKTOWN
,2Ba,2BR,41.915332,https://chicago.craigslist.org/chc/apa/d/chicago-now-leasing-1879-milwaukee-top/6824809618.html,-87.685055,,Feb 26,6824809618,$3000,NOW LEASING! 1879 MILWAUKEE! TOP-FLOOR BUCKTOWN 2BED/2BATH W/ BALCONY!
,2Ba,4BR,41.974376,https://chicago.craigslist.org/chc/apa/d/chicago-no-dep850-1st-mo-rentpenthouse/6817686756.html,-87.652359,,Feb 26,6817686756,$3300,No Dep+$850 1st Mo Rent!Penthouse w/Private Rooftop Deck off Marine Dr
,1Ba,0BR,41.903300,https://chicago.craigslist.org/chc/apa/d/chicago-gorgeous-gold-coast-unit/6828548463.html,-87.633600,,Feb 26,6828548463,$1568,Gorgeous Gold Coast Unit
,1Ba,0BR,41.915332,https://chicago.craigslist.org/chc/apa/d/chicago-1879-milwaukee-brand-new-studio/6824818608.html,-87.685055,,Feb 26,6824818608,$1665,1879 MILWAUKEE! BRAND NEW STUDIO W/ TERRACE IN THE HEART OF BUCKTOWN!
603,1Ba,1BR,41.915332,https://chicago.craigslist.org/chc/apa/d/chicago-1879-milwaukee-brand-new-1/6824827893.html,-87.685055,"available mar 1,cats are OK - purrr,dogs are OK - wooof,apartment,w/d in unit,no smoking,attached garage",Feb 26,6824827893,$1985,1879 MILWAUKEE! BRAND NEW 1-BEDROOM IN THE HEART OF BUCKTOWN
,1Ba,0BR,41.900800,https://chicago.craigslist.org/chc/apa/d/chicago-vast-apartment-amazing-location/6825603058.html,-87.652800,,Feb 26,6825603058,$1749,!@VAST APARTMENT - AMAZING LOCATION
,1Ba,1BR,41.886932,https://chicago.craigslist.org/chc/apa/d/chicago-lakeshore-east-jr-1-bed-gr-ss-d/6828498824.html,-87.620552,,Feb 26,6828498824,$2585,"LAKESHORE EAST JR 1 BED - GR, SS, W/D, VIEWS, IN/OUT POOL, GYM, TRACK"
,1Ba,0BR,41.910732,https://chicago.craigslist.org/chc/apa/d/chicago-location-locationlarge/6828548911.html,-87.642153,,Feb 26,6828548911,$1100,**LOCATION LOCATION**LARGE STUDIO**CENTRAL HEAT/AC**BROWN LINE TRAIN**
,1Ba,0BR,41.965231,https://chicago.craigslist.org/chc/apa/d/chicago-awesome-rehabbed-studio-in/6828549046.html,-87.679256,,Feb 26,6828549046,$995,Awesome rehabbed  studio in Ravenswood!!  Close to everything!  Dogs o
,1Ba,1BR,41.884500,https://chicago.craigslist.org/chc/apa/d/chicago-lakeshore-east-1-bed-modern-gym/6828549075.html,-87.621630,,Feb 26,6828549075,$2000,LAKESHORE EAST 1 BED - MODERN - GYM - INDOOR POOL - LOCATION
602,1Ba,1BR,41.939900,https://chicago.craigslist.org/chc/apa/d/chicago-lincoln-park-jr-1bedroom/6823109407.html,-87.652800,"available mar 18,condo,laundry in bldg,no smoking,off-street parking",Feb 26,6823109407,$1599,Lincoln park   Jr 1bedroom
779,1Ba,1BR,41.870957,https://chicago.craigslist.org/chc/apa/d/chicago-1-bd-and-1ba-in-unit-washers/6824741397.html,-87.630563,"cats are OK - purrr,dogs are OK - wooof,apartment",Feb 26,6824741397,$1901,"1 BD and 1BA, In unit washers and dryers, Private park"
,1Ba,1BR,41.897932,https://chicago.craigslist.org/chc/apa/d/chicago-lk-river-north-one-bedroom/6828550227.html,-87.631452,,Feb 26,6828550227,$1658,L@@K ~ River North One Bedroom ~ Indoor Pool ~ Roof Lounge ~ Gym
,1Ba,2BR,41.901932,https://chicago.craigslist.org/chc/apa/d/chicago-stylish-gold-coast-two-bedroom/6828550248.html,-87.630052,,Feb 26,6828550248,$2529,Stylish Gold Coast Two Bedroom ~ Pool ~ Gym ~ Great Light ~ L@@K
,1Ba,1BR,41.903932,https://chicago.craigslist.org/chc/apa/d/chicago-lk-brilliant-gold-coast-one/6828550240.html,-87.633053,,Feb 26,6828550240,$1795,L@@K ~ Brilliant Gold Coast One Bedroom ~ Amazing Light ~ Pool
560,1Ba,0BR,,https://chicago.craigslist.org/chc/apa/d/uptown-lovely-spacious-luxury-studio/6807433018.html,,"available feb 26,cats are OK - purrr,dogs are OK - wooof,apartment",Feb 26,6807433018,$1335,Uptown / Lovely Spacious Luxury Studio
,1Ba,2BR,41.814533,https://chicago.craigslist.org/chc/apa/d/chicago-beautiful-spacious-2-bedroom/6828549031.html,-87.599449,,Feb 26,6828549031,$750,"Beautiful, Spacious 2 Bedroom Apartment, Heat Included, Near Hyde Park"
,1Ba,1BR,41.884500,https://chicago.craigslist.org/chc/apa/d/chicago-lakeshore-east-1-bed-modern-gym/6828550690.html,-87.621630,,Feb 26,6828550690,$2000,LAKESHORE EAST 1 BED - MODERN - GYM - INDOOR POOL - LOCATION
,1Ba,2BR,41.959331,https://chicago.craigslist.org/chc/apa/d/chicago-condo-quality-2-bedroom-around/6828551496.html,-87.708257,,Feb 26,6828551496,$1600,Condo quality 2 Bedroom around the corner from Kedzie Brown Line!
1500,1Ba,3BR,41.938552,https://chicago.craigslist.org/chc/apa/d/chicago-3-bdrm-1-bath-large-deck/6822540153.html,-87.644978,"available jan 1, 2018,apartment,laundry in bldg,off-street parking",Feb 26,6822540153,$1895,3 BDRM - 1 BATH - LARGE DECK - PARKING - *********************
525,1Ba,1BR,41.749434,https://chicago.craigslist.org/chc/apa/d/chicago-spring-is-right-around-the/6828551818.html,-87.600247,"available feb 26,cats are OK - purrr,dogs are OK - wooof,apartment,laundry on site",Feb 26,6828551818,$655,🧡SPRING IS RIGHT AROUND THE CORNER 1BR $655 w/ HEAT
1500,1Ba,3BR,41.938424,https://chicago.craigslist.org/chc/apa/d/chicago-lakeview-3-bedroom/6814883240.html,-87.646351,"available jan 1, 2018,apartment,laundry in bldg,off-street parking",Feb 26,6814883240,$2095,LAKEVIEW - 3 Bedroom *************************************************
,1Ba,1BR,41.937932,https://chicago.craigslist.org/chc/apa/d/chicago-440-barry-in-lakeview-1bd-free/6828551092.html,-87.639754,,Feb 26,6828551092,$1360,"440 W Barry in Lakeview-1Bd, Free Heat&Cook Gas,Carpet&Laundry"
1500,1Ba,3BR,41.939632,https://chicago.craigslist.org/chc/apa/d/chicago-lakeview-3-bedroom/6814887094.html,-87.676055,"available jan 1, 2018,apartment,laundry on site,off-street parking",Feb 26,6814887094,$1895,Lakeview - 3 Bedroom ***********************************************
,1Ba,1BR,41.946832,https://chicago.craigslist.org/chc/apa/d/chicago-vintage-style-one-bedroom/6823163493.html,-87.676355,,Feb 26,6823163493,$1305,Vintage Style One Bedroom Apartment With Access To Private Dog Park
,1Ba,2BR,41.947532,https://chicago.craigslist.org/chc/apa/d/chicago-experience-the-vibrant-lakeview/6808341668.html,-87.647554,,Feb 26,6808341668,$1950,Experience the Vibrant Lakeview Community in this Stylish and Spacious
,1Ba,0BR,41.939632,https://chicago.craigslist.org/chc/apa/d/chicago-luxurious-lakeview-apartment/6809098777.html,-87.676055,,Feb 26,6809098777,$1275,Luxurious Lakeview Apartment for Rent - Pets Welcome!
,1Ba,0BR,41.948132,https://chicago.craigslist.org/chc/apa/d/chicago-style-and-space-combined-in/6820828761.html,-87.645754,,Feb 26,6820828761,$1040,Style And Space Combined In This Modern And Slick Apartment
,1Ba,0BR,41.953032,https://chicago.craigslist.org/chc/apa/d/chicago-central-spacious-living-in/6805108629.html,-87.648155,,Feb 26,6805108629,$1120,Central Spacious Living in Chicago's Hip Lakeview Neighborhood
1500,1Ba,3BR,41.940052,https://chicago.craigslist.org/chc/apa/d/lakeview-3-bedroom/6822539726.html,-87.646630,"available jan 1, 2018,apartment,laundry on site,off-street parking",Feb 26,6822539726,$1895,Lakeview - 3 Bedroom *************************************************
1100,1Ba,2BR,41.802200,https://chicago.craigslist.org/chc/apa/d/chicago-prime-location-two-bedroom/6828552118.html,-87.600600,"available mar 15,condo,laundry in bldg,no smoking,street parking",Feb 26,6828552118,$950,PRIME Location- Two Bedroom Rental
1500,1Ba,3BR,41.938552,https://chicago.craigslist.org/chc/apa/d/chicago-lakeview-east-three-bedroom/6814886215.html,-87.644463,"available jan 1, 2018,apartment,laundry in bldg,off-street parking",Feb 26,6814886215,$2095,LAKEVIEW EAST - THREE BEDROOM ****************************************
1500,1Ba,3BR,41.939632,https://chicago.craigslist.org/chc/apa/d/chicago-lakeview-3-bedroom/6814887762.html,-87.676055,"available jan 1, 2018,apartment,laundry on site,off-street parking",Feb 26,6814887762,$1895,Lakeview - 3 Bedroom *************************************************
,1Ba,1BR,41.886932,https://chicago.craigslist.org/chc/apa/d/chicago-lakeshore-east-jr-1-bed-gr-ss-d/6828482976.html,-87.620552,,Feb 26,6828482976,$2272,"LAKESHORE EAST JR 1 BED - GR, SS, W/D, VIEWS, IN/OUT POOL, GYM, TRACK"
,1Ba,1BR,41.884500,https://chicago.craigslist.org/chc/apa/d/chicago-lakeshore-east-jr-1-bed-gym/6828552433.html,-87.621630,,Feb 26,6828552433,$1795,LAKESHORE EAST JR 1 BED - GYM - INDOOR POOL - LOCATION & MORE
1000,1Ba,2BR,41.802200,https://chicago.craigslist.org/chc/apa/d/chicago-delightful-2-bedroom-for-rent/6828552545.html,-87.600600,"available mar 8,condo,laundry in bldg,no smoking,street parking",Feb 26,6828552545,$925,*Delightful 2 bedroom for Rent*
,1Ba,1BR,41.781300,https://chicago.craigslist.org/chc/apa/d/southside-1-bedroom-1-bath-apartment/6821280568.html,-87.605100,,Feb 26,6821280568,$700,SOUTHSIDE 1 BEDROOM 1 BATH APARTMENT FOR RENT
,,,41.778100,https://chicago.craigslist.org/chc/apa/d/chicago-room-mate-to-share-3br-house/6828510656.html,-87.706900,,Feb 26,6828510656,$575,Room mate to Share 3BR House
,1Ba,2BR,41.949232,https://chicago.craigslist.org/chc/apa/d/chicago-newly-renovated-2-bed-plus-den/6828553272.html,-87.653355,,Feb 26,6828553272,$2100,Newly Renovated 2 Bed Plus den in Prime Wrigleyville
840,1Ba,1BR,41.954300,https://chicago.craigslist.org/chc/apa/d/uptown-fantastic-luxury-huge-one-bedroom/6807428473.html,-87.657500,"available apr 21,cats are OK - purrr,dogs are OK - wooof,apartment",Feb 26,6807428473,$1710,Uptown Fantastic Luxury Huge One Bedroom
,1Ba,2BR,41.981910,https://chicago.craigslist.org/chc/apa/d/chicago-andersonville-rental-2-bedroom/6828553649.html,-87.670004,,Feb 26,6828553649,$1450,Andersonville Rental! 2 bedroom $1450
,1Ba,0BR,41.965331,https://chicago.craigslist.org/chc/apa/d/chicago-awesome-ravenswood-studio-on/6828553994.html,-87.671156,,Feb 26,6828553994,$990,Awesome Ravenswood studio on tree lined street!!!  Dogs ok!
688,1Ba,2BR,41.805833,https://chicago.craigslist.org/chc/apa/d/chicago-newly-rehabbed-2-bed-1-bath/6828554650.html,-87.610249,"available feb 26,apartment,w/d in unit,street parking",Feb 26,6828554650,$1495,Newly Rehabbed 2 Bed 1 Bath Apartment
695,1Ba,1BR,41.871551,https://chicago.craigslist.org/chc/apa/d/chicago-pool-and-bbq-area-carpet-in/6819543938.html,-87.630608,"available jul 2,cats are OK - purrr,dogs are OK - wooof,apartment,w/d in unit,attached garage",Feb 26,6819543938,$1915,"Pool and BBQ area, Carpet in bedrooms, Programmable thermostats"
,1Ba,0BR,41.903132,https://chicago.craigslist.org/chc/apa/d/chicago-gold-coast-studio-upgrades-gym/6828554786.html,-87.630153,,Feb 26,6828554786,$1500,GOLD COAST STUDIO - UPGRADES - GYM - ROOFTOP POOL & MORE
800,1Ba,1BR,41.802344,https://chicago.craigslist.org/chc/apa/d/chicago-air-conditioning-available/6825912483.html,-87.584903,"cats are OK - purrr,dogs are OK - wooof,apartment,laundry in bldg,off-street parking,wheelchair accessible",Feb 26,6825912483,$1384,"Air conditioning available, Furnished apartments available, Gas ranges"
,2Ba,3BR,41.946400,https://chicago.craigslist.org/chc/apa/d/chicago-low-pricedbeautiful-3bed-home/6823077221.html,-87.704200,,Feb 26,6823077221,$550,"LOW-PRICED""BEAUTIFUL 3BED Home!!!"
,2Ba,3BR,41.946400,https://chicago.craigslist.org/chc/apa/d/chicago-low-pricedbeautiful-3bed-home/6823076839.html,-87.704200,,Feb 26,6823076839,$550,"LOW-PRICED""BEAUTIFUL 3BED Home!!!"
,2Ba,3BR,41.946400,https://chicago.craigslist.org/chc/apa/d/chicago-low-pricedbeautiful-3bed-home/6823077311.html,-87.704200,,Feb 26,6823077311,$550,"LOW-PRICED""BEAUTIFUL 3BED Home!!!"
,1Ba,1BR,41.884529,https://chicago.craigslist.org/chc/apa/d/chicago-one-of-kind-1-bedroom-on/6828555700.html,-87.624485,,Feb 26,6828555700,$1795,"One of a kind 1 Bedroom on Michigan Ave - 24/7 Gym, Rooftop Sundeck"
,,,41.931232,https://chicago.craigslist.org/chc/apa/d/chicago-lincoln-park-1-bedroom-on-tree/6828555843.html,-87.640554,,Feb 26,6828555843,$1385,Lincoln Park 1 Bedroom on Tree-Lined Street
780,1Ba,1BR,41.892300,https://chicago.craigslist.org/chc/apa/d/river-north-huge-one-bedroom-in-luxury/6807422190.html,-87.637300,"available apr 7,cats are OK - purrr,apartment",Feb 26,6807422190,$1758,River North Huge One Bedroom in Luxury Highrise - Fantastic Price!
725,1Ba,1BR,41.767414,https://chicago.craigslist.org/chc/apa/d/chicago-affordable-apartment-now/6828556069.html,-87.575247,"available feb 26,cats are OK - purrr,dogs are OK - wooof,apartment,laundry on site",Feb 26,6828556069,$750,🍨AFFORDABLE APARTMENT NOW LEASING IN SOUTH SHORE 1BD $750
,1Ba,1BR,41.953232,https://chicago.craigslist.org/chc/apa/d/chicago-spacious-1bd-1bth-granite/6828556152.html,-87.645254,,Feb 26,6828556152,$1475,SPACIOUS 1BD 1BTH *GRANITE COUNTERS *HWD FLOORS *PARKING!
,1Ba,1BR,41.886932,https://chicago.craigslist.org/chc/apa/d/chicago-lakeshore-east-1-bed-gr-ss-d/6828536056.html,-87.620552,,Feb 26,6828536056,$2364,"LAKESHORE EAST 1 BED - GR, SS, W/D, VIEWS, IN/OUT POOL, GYM, TRACK"
,1Ba,0BR,41.953032,https://chicago.craigslist.org/chc/apa/d/chicago-central-spacious-living-in/6820828754.html,-87.648155,,Feb 26,6820828754,$1120,Central Spacious Living in Chicago's Hip Lakeview Neighborhood
,1Ba,1BR,41.935732,https://chicago.craigslist.org/chc/apa/d/chicago-beautiful-one-bed-apartment-in/6805108637.html,-87.639654,,Feb 26,6805108637,$1650,Beautiful One Bed Apartment In Cultural Lakeview
,1Ba,1BR,41.940332,https://chicago.craigslist.org/chc/apa/d/chicago-lakeview-1-bedroom-apartment/6809098779.html,-87.639854,,Feb 26,6809098779,$1350,Lakeview 1 Bedroom Apartment With Private Dog Park.
,1Ba,1BR,41.937932,https://chicago.craigslist.org/chc/apa/d/chicago-beautiful-one-bed-apartment/6806641890.html,-87.639754,,Feb 26,6806641890,$1385,Beautiful One Bed Apartment Perfect for young Professionals.
,1Ba,1BR,41.971900,https://chicago.craigslist.org/chc/apa/d/chicago-1445-balmoral-no-breed/6822062192.html,-87.662400,,Feb 26,6822062192,$1395,"1445 BALMORAL NO BREED RESTRICTION, W/D IN UNIT, UPDATED"
,1Ba,1BR,41.990900,https://chicago.craigslist.org/chc/apa/d/chicago-edgewater-beach-east-side-of/6822062107.html,-87.662900,,Feb 26,6822062107,$1495,Edgewater Beach East Side of Sheridan
,1Ba,1BR,42.009500,https://chicago.craigslist.org/chc/apa/d/chicago-1608-sherwin-moving-special/6822062212.html,-87.668900,,Feb 26,6822062212,$1025,"1608 w Sherwin, moving special, utilities included"
,1Ba,1BR,42.043100,https://chicago.craigslist.org/chc/apa/d/morton-grove-1-bedroom-1-bath-heat/6822205698.html,-87.789900,,Feb 26,6822205698,$1050,1 BEDROOM 1 BATH HEAT WATER GAS PARKING INCLUDED!!!!!! MORTON GROVE
,1Ba,1BR,41.970300,https://chicago.craigslist.org/chc/apa/d/chicago-233-ainslie-no-breed/6822205657.html,-87.704200,,Feb 26,6822205657,$1750,"233\ Ainslie, NO breed restriction, renovated, w/d in unit"
,2Ba,2BR,41.971900,https://chicago.craigslist.org/chc/apa/d/chicago-1451-balmoral-2-beds-2-bath-no/6822062193.html,-87.662400,,Feb 26,6822062193,$1895,"1451 W Balmoral 2 beds 2 bath NO breed restriction, W/D"
,1Ba,2BR,42.034500,https://chicago.craigslist.org/chc/apa/d/skokie-big-two-bedroom-apartmentwater/6822220643.html,-87.754100,,Feb 26,6822220643,$1350,BIG TWO BEDROOM APARTMENT!!!!!WATER PARKING INCLUDED
,3Ba,4BR,41.880500,https://chicago.craigslist.org/chc/apa/d/chicago-2039-superior-massive-4-bed-3/6822220680.html,-87.687300,,Feb 26,6822220680,$2800,"2039 Superior MASSIVE 4 BED 3 BATH DUPLEX, PARKING, PETS OK"
,2Ba,2BR,41.990900,https://chicago.craigslist.org/chc/apa/d/chicago-1544-glenlake-ss-appliances/6822205798.html,-87.662900,,Feb 26,6822205798,$1600,"1544 Glenlake, ss appliances, garage parking, pet friendly"
,1Ba,2BR,41.946400,https://chicago.craigslist.org/chc/apa/d/chicago-4034-mozart-huge-2-bedroom-pet/6822216461.html,-87.704200,,Feb 26,6822216461,$1250,"4034 Mozart, huge 2 bedroom, pet friendly , heat included"
,1Ba,1BR,41.956300,https://chicago.craigslist.org/chc/apa/d/schiller-park-schiller-park-1-bedroom/6822205724.html,-87.869200,,Feb 26,6822205724,$900,SCHILLER PARK 1 BEDROOM GAS HEAT HOT WATER INCLUDED
,2Ba,3BR,41.880500,https://chicago.craigslist.org/chc/apa/d/chicago-2039-superior-massive-3-beds/6822220821.html,-87.687300,,Feb 26,6822220821,$1950,"2039 Superior, massive 3 beds 2.5bath, parking, pet friendly."
,2Ba,3BR,41.900800,https://chicago.craigslist.org/chc/apa/d/chicago-1260-greenview-duplex-going/6822216527.html,-87.652800,,Feb 26,6822216527,$2700,"1260 Greenview Duplex going down, parking"
,1Ba,1BR,41.970300,https://chicago.craigslist.org/chc/apa/d/chicago-233-ainslie-no-breed/6822228719.html,-87.704200,,Feb 26,6822228719,$1795,"233\ Ainslie, NO breed restriction, renovated, w/d in unit"
,1Ba,1BR,41.970300,https://chicago.craigslist.org/chc/apa/d/chicago-2335-ainslie-no-breed/6822225554.html,-87.704200,,Feb 26,6822225554,$1795,"2335 W Ainslie, No Breed Restriction, W/D in Unit. Updated units"
,1Ba,1BR,41.970300,https://chicago.craigslist.org/chc/apa/d/chicago-2335-ainslie-no-breed/6822228920.html,-87.704200,,Feb 26,6822228920,$1750,"2335 W Ainslie, No Breed Restriction, W/D in Unit. Updated units"
,1Ba,1BR,41.971900,https://chicago.craigslist.org/chc/apa/d/chicago-940-winona-renovated-building/6822250977.html,-87.662400,,Feb 26,6822250977,$1550,"940 winona, renovated building, brand new units, fitness, elevator"
,2Ba,2BR,42.009500,https://chicago.craigslist.org/chc/apa/d/chicago-2-bed-2bth-rogers-park-1300/6813381535.html,-87.668900,,Feb 26,6813381535,$1300,"2 bed 2bth Rogers park! $1300 Heat,Water and cooking gas included"
,1Ba,1BR,41.954300,https://chicago.craigslist.org/chc/apa/d/chicago-beautiful-jr-1-bed-in-lakeview/6808318032.html,-87.657500,,Feb 26,6808318032,$1171,BEAUTIFUL JR 1 BED IN LAKEVIEW!! NEAR SHERIDAN STOP!!
,1Ba,1BR,42.009500,https://chicago.craigslist.org/chc/apa/d/chicago-1-bd-eat-in-kitchen-laundry-in/6808323020.html,-87.668900,,Feb 26,6808323020,$900,"1 Bd, Eat-in Kitchen, Laundry in Building, Heat Included"
,2Ba,3BR,41.971900,https://chicago.craigslist.org/chc/apa/d/chicago-massive-3-beds-2-baths-pet/6808322922.html,-87.662400,,Feb 26,6808322922,$2300,"MASSIVE 3 BEDS 2 BATHS, PET FRIENDLY , HARDWOOD FLOORS"
,1Ba,1BR,41.995834,https://chicago.craigslist.org/chc/apa/d/chicago-massive-renovated-1-bed-in/6808340356.html,-87.635279,,Feb 26,6808340356,$1150,MASSIVE RENOVATED 1 BED IN RAVENSWOOD. BELOW MARKET VALUE
,1Ba,1BR,41.971900,https://chicago.craigslist.org/chc/apa/d/chicago-condo-quality-uptown-units-near/6806872883.html,-87.662400,,Feb 26,6806872883,$1275,CONDO QUALITY UPTOWN UNITS NEAR THE LAKE! NO DEPOSIT
803,1Ba,1BR,41.931532,https://chicago.craigslist.org/chc/apa/d/chicago-lincoln-park-highrise-1-br-2650/6823111287.html,-87.639554,"available jul 1,apartment,laundry in bldg,no smoking,attached garage",Feb 26,6823111287,$1850,Lincoln Park  highrise  1 BR.  2650 N Lakeview.   Wow !
,1Ba,1BR,41.971900,https://chicago.craigslist.org/chc/apa/d/chicago-beautiful-1-beds-ss-appliances/6806858623.html,-87.662400,,Feb 26,6806858623,$1350,BEAUTIFUL 1 BEDS SS APPLIANCES DOG FRIENDLY
,1Ba,2BR,41.997200,https://chicago.craigslist.org/chc/apa/d/chicago-massive-apartment-available-now/6806872796.html,-87.716600,,Feb 26,6806872796,$1275,MASSIVE APARTMENT!! AVAILABLE NOW!! PETS WELCOME!!
,1Ba,0BR,42.009500,https://chicago.craigslist.org/chc/apa/d/chicago-rogers-park-studio-heat-gas/6808475160.html,-87.668900,,Feb 26,6808475160,$795,Rogers Park Studio! Heat & Gas Included- available NOW
,1Ba,1BR,41.920900,https://chicago.craigslist.org/chc/apa/d/chicago-wrightwood/6814299340.html,-87.704300,,Feb 26,6814299340,$995,3259-67 W wrightwood
,2Ba,3BR,41.902500,https://chicago.craigslist.org/chc/apa/d/chicago-humboldt-park-3bed-2bath-in/6813997232.html,-87.739300,,Feb 26,6813997232,$1950,HUMBOLDT PARK 3BED/2BATH!! IN-UNIT LAUNDRY!! BALCONY!!
,1Ba,0BR,41.990900,https://chicago.craigslist.org/chc/apa/d/chicago-1st-floor-walk-up-available-now/6813979311.html,-87.662900,,Feb 26,6813979311,$795,1ST FLOOR WALK UP!! AVAILABLE NOW!! EDGEWATER BEACH!!
,1Ba,1BR,41.802200,https://chicago.craigslist.org/chc/apa/d/chicago-1126-hyde-park-1bed-exp-brick/6828557202.html,-87.600600,,Feb 26,6828557202,$1395,"1126 E Hyde Park-1Bed-Exp Brick, HDWD,DW,SSAppl,InUnitW/D"
,1Ba,0BR,41.990900,https://chicago.craigslist.org/chc/apa/d/chicago-large-studio-in-edgewater-heat/6814299322.html,-87.662900,,Feb 26,6814299322,$995,LARGE STUDIO IN EDGEWATER- HEAT AND GAS INCLD- WALK TO RED LINE
,1Ba,1BR,41.920900,https://chicago.craigslist.org/chc/apa/d/chicago-wrightwood/6814299294.html,-87.704300,,Feb 26,6814299294,$1095,3259-67 W wrightwood
,1Ba,0BR,41.990900,https://chicago.craigslist.org/chc/apa/d/chicago-edgewater-studio-walk-to-red/6814011643.html,-87.662900,,Feb 26,6814011643,$795,EDGEWATER STUDIO- WALK TO RED LINE- HEAT AND GAS INCLD
,1Ba,1BR,41.920900,https://chicago.craigslist.org/chc/apa/d/chicago-wrightwood/6814299330.html,-87.704300,,Feb 26,6814299330,$995,3259-67 W wrightwood
