Date,title,bedrooms,price,neighborhood,has_map,has_pics
Feb 10,"Dishwashers, Custom 42"" maple kitchen cabinets, No security deposit","
                    2br -
                    1192ft",$1130, (Chicago),map,"
                    pic
                    "
Feb 10,Cozy 2br  **  Patio & BBQ area ** Queen Brs ** Free Str Parking," -
                ",$1000, (Chicago - West Ridge),map,"
                "
Feb 10,"AVONDALE,REMODELED! BIG HOUSE! FULL BASEMENT!BIG DECK! FREE PARKING!!!","
                    2br -
                    1286ft",$1975, (Avondale),map,"
                    pic
                    "
Feb 10,"EDGEWATER PENTHOUSE!S/S 3BR/2 BATH+OFFICE,W/D,CENTRAL HEAT/A/C,NO S/D"," -
                ",$2950, (Chicago),map,"
                "
Feb 10,"1 bd + 1 ba, Optional in-home bicycle wall mount, Bicycle storage","
                    2br -
                    1050ft",$2175, (Chicago),map,"
                    pic
                    "
Feb 10,LAKEVIEW! REMODELED 1BR/1BATH HEAT INCLUDED!NO S/D!M/I FEE $350 WOW!," -
                ",$1250, (Chicago),map,"
                "
Feb 10,"Such a Deal!!!! 1B/1B HW, Gym, Doorman, Steps to Water Tower","
                    1br -
                    545ft",$1578, (Humboldt Park),map,"
                    pic
                    "
Feb 10,2BED/2BATH!! WALK TO JARVIS STOP!!," -
                ",$1650, (Chicago),map,"
                "
Feb 10,2BR IN WEST RIDGE- HEAT INCLUDED- PETS OK- NO DEPOSIT,"
                    2br -
                    695ft",$1250, (Chicago IL),map,"
                    pic
                    "
Feb 10,Spacious corner 2br_FREE HEAT& GAS_deck_KING br ** Blue L," -
                ",$1200, (Chicago),map,"
                "
Feb 10,STUDIO APARTMENT!! WALK TO METRA!!,"
                    2br -
                    1185ft",$750, (Chicago),map,"
                    pic
                    "
Feb 10,HEAT INCLUDED!! PET FRIENDLY," -
                ",$1495, (Chicago),map,"
                "
Feb 10,HEAT INCLUDED!! ELEVATOR IN BUILDING!!,"
                    1br -
                    553ft",$1695, (Chicago - West Ridge),map,"
                    pic
                    "
Feb 10,"Huge 2 bed, tons of storage  exposed brick!","
                    2br -
                ",$1695, (Lakeview East),map,"
                    pic
                    "
Feb 10,"Exquisite 3 Bedroom, 2 Bath in Lincoln Park, Available: Now","
                    3br -
                    1200ft",$2395, (Lincoln & Belden),map,"
                "
Feb 10,Renovated 1-bed in Lincoln Park~Heat  Gas Inc ~ B-Line," -
                ",$1620, (Lincoln Park),map,"
                    pic
                    "
Feb 10,Renovated 1-bed in Lincoln Park Inc Heat&CG ACTUAL PICS!,"
                    1br -
                ",$1620, (Lincoln Park),map,"
                "
Feb 10,Vintage 1 bed just off of Addison Red Line in Wrigley,"
                    1br -
                ",$1220, (Wrigleyville),map,"
                    pic
                    "
Feb 10,"4 bed, 3 bath in Lakeview East w/ Private Deck","
                    1br -
                ",$3795, (Lakeview),map,"
                "
Feb 10,Renovated 1 bed just steps to the Lake and R-Line Access,"
                    4br -
                ",$1495, (Lakeview East),map,"
                    pic
                    "
Feb 10,Great location - studio in the Gold Coast ~ Heat & CG Inc,"
                    1br -
                ",$1240, (Gold Coast),map,"
                "
Feb 10,Beautiful renovated 2 bed/2baths~AC~Parking~Elevator,"
                    2br -
                ",$2275, (Old Town),map,"
                    pic
                    "
Feb 10,Renovated Jr. 1-bed in Lincoln Park~Heat & Gas Inc~ MUST SEE!,"
                    2br -
                ",$1430, (Lincoln Park),map,"
                "
Feb 10,Renovated Jr. 1-bed in Lincoln Park~Heat & Gas Inc~ MUST SEE!,"
                    3br -
                    1200ft",$1430, (Lincoln Park),map,"
                    pic
                    "
Feb 10,1 MONTH FREE~Reno Lincoln Park Studio~In Unit~B-LINE," -
                ",$1260, (Lakeview),map,"
                "
Feb 10,"Large Logan Square 2 Bed w/stunning fireplace, HWF & SSApps","
                    1br -
                ",$1795, (Logan Square),map,"
                    pic
                    "
Feb 10,"Astounding 3 Bedroom, 1 Bath in North Center, Available: Now","
                    3br -
                    1200ft",$1900, (Irving Park & Hoyne),map,"
                "
Feb 10,✿  NEWLY RENOVATED Lakeview 1 bedroom - granite/SS - W/D IN UNIT," -
                ",$1675, (Chicago - Lakeview),map,"
                    pic
                    "
Feb 10,NEW! NEW! Stunning Sunny Studio Close to Brown Line!,"
                    2br -
                ",$1238, (Lakeview),map,"
                "
Feb 10,"Bright 3 Bedroom, 1 Bath in River West, Available: Now","
                    1br -
                    550ft",$1950, (Erie & Noble),map,"
                    pic
                    "
Feb 10,"✿  BEAUTIFUL, LARGE Graceland West 1 bedroom + den - nice patio"," -
                ",$1650, (Lakeview - Graceland West),map,"
                "
Feb 10,✿  NEWLY RENOVATED Lakeview 1 bedroom - W/D IN UNIT - central air,"
                    1br -
                ",$1650, (Chicago - Lakeview),map,"
                    pic
                    "
Feb 10,✿  UPDATED Lakeview 1 bedroom - granite/SS - W/D IN UNIT - central air,"
                    1br -
                ",$1595, (Lakeview - Wrigleyville),map,"
                "
Feb 10,✿  BEAUTIFUL Lakeview 1 bedroom - W/D IN UNIT - large deck - parking,"
                    2br -
                ",$1550, (Chicago - Lakeview),map,"
                    pic
                    "
Feb 10,"GUT REHAB!  free laundry, new everything incl dishwasher","
                    1br -
                ",$1700, (Logan Square),map,"
                "
Feb 10,✿  NICELY UPDATED East Lakeview 1 bedroom right by the lake!,"
                    3br -
                    1500ft",$1505, (Chicago - Lakeview),map,"
                    pic
                    "
Feb 10,"Centrally Located 3 Bedroom, 1 Bath in Wrigleyville, Available: Now"," -
                ",$1800, (Addison & Greenview),map,"
                "
Feb 10,✿  SUPER NICE Lakeview 1 bedroom by the el - dishwasher - PETS OK!,"
                    1br -
                ",$1495, (Chicago - Lakeview),map,"
                    pic
                    "
Feb 10,"Lakeview: Remodeled 2 bed, stainless appliances, separate din. rm.","
                    2br -
                    880ft",$1650, (930 W. Oakdale),map,"
                "
Feb 10,Ravenswood - Convertible Studio Unit Available $1114," -
                ",$1114, (Ravenswood),map,"
                    pic
                    "
Feb 10,"Delightful 3 Bedroom, 2 Bath in Wrigleyville, Available: Now","
                    500ft",$2200, (Sheffield & Waveland),map,"
                "
Feb 10,✿ BEAUTIFUL North Center 1 bedroom - granite/stainless - central air," -
                ",$1450, (North Center - West Lakeview),map,"
                    pic
                    "
Feb 10,BRAND NEW Logan Square 2 Bed w/ In-Unit Laundry! No Deposit!,"
                    3br -
                    1200ft",$2295, (2618 N. Rockwell),map,"
                "
Feb 10,"Appealing 3 Bedroom, 1 Bath in St. Bens, Available: Now"," -
                ",$1800, (Addison & Claremont),map,"
                    pic
                    "
Feb 10,"Attractive 2 Bedroom, 2 Bath in Roscoe Village, Available: 2/1/2019","
                    1br -
                ",$2175, (Diversey & Wolcott),map,"
                "
Feb 10,Uptown - Complete Rehabbed 2 Bedroom / 1 Bath Apartment $1818,"
                    2br -
                    1000ft",$1818, (Uptown),map,"
                    pic
                    "
Feb 10,"LARGE condo!  2 bedrooms, 2 baths, in unit laundry, tons of light"," -
                ",$1650, (Humboldt Park),map,"
                "
Feb 10,"✿  NICE, SPACIOUS East Lakeview 1 bedroom - PETS OK - HEAT INCLUDED","
                    3br -
                    1200ft",$1435, (Chicago - East Lakeview),map,"
                    pic
                    "
Feb 10,"Fascinating 3 Bedroom, 2 Bath in Albany Park, Available: Now"," -
                ",$1675, (Sawyer & Montrose),map,"
                "
Feb 10,✿ SUPER NICE East Lakeview 1 bedroom - dishwasher - PETS OK!,"
                    2br -
                    1200ft",$1425, (Chicago - Lakeview),map,"
                    pic
                    "
Feb 10,✿  SUPER NICE East Lakeview 1 bedroom  - dishwasher - dining area," -
                ",$1420, (Chicago - East Lakeview),map,"
                "
Feb 10,"Astounding 4 Bedroom, 3 Bath in Wicker Park, Available: 2/1/2019","
                    2br -
                    825ft",$3200, (Greenview & Division),map,"
                    pic
                    "
Feb 10,Uptown - Junior  1 Bedroom / 1 Bathroom Apartment $1419," -
                ",$1419, (Uptown),map,"
                "
Feb 10,"HUGE GREAT BIG ROOMS, large deck, in-unit laundry, pets!","
                    2br -
                ",$2325, (Ukrainian Village),map,"
                    pic
                    "
Feb 10,✿  BEAUTIFUL East Lakeview 1 bedroom - granite/stainless - top floor,"
                    1br -
                ",$1395, (Chicago - East Lakeview),map,"
                "
Feb 10,"Amazing 5 Bedroom, 2 Bath in Lakeview, Available: Now","
                    3br -
                    1200ft",$4200, (Kenmore & School),map,"
                    pic
                    "
Feb 10,"Preeminent 3 Bedroom, 1.5 Bath in Lakeview, Available: 4/1/2019"," -
                ",$2195, (Lake Shore Drive & Irving Park),map,"
                "
Feb 10,✿  SUPER NICE East Lakeview 1 bedroom by the lake - dishwasher,"
                    1br -
                ",$1350, (Chicago - East Lakeview),map,"
                    pic
                    "
Feb 10,Rogers Park- Rehabbed 1 Bedroom/ 1 Bath Unit Available $1350,"
                    1br -
                ",$1350, (Rogers Park),map,"
                "
Feb 10,"Unsurpassed 2 Bedroom, 1 Bath in Ukrainian Village, Available: 3/1/2019","
                    4br -
                    1800ft",$2050, (Fairfield & Iowa),map,"
                    pic
                    "
Feb 10,"Brand new granite kitchen counter tops, and stainless appliances"," -
                ",$1165, (Fairfield & Iowa),map,"
                "
Feb 10,"Unsurpassed 2 Bedroom, 1 Bath in Ukrainian Village, Available: 3/1/2019","
                    550ft",$2050, (Kenmore & Webster),map,"
                    pic
                    "
Feb 10,"Excellent 2 Bedroom, 1 Bath in Lincoln Park, Available: Now"," -
                ",$2200, (Uptown),map,"
                "
Feb 10,Uptown - Complete Rehabbed 1 Bedroom / 1 Bath Apartment $1286,"
                    1br -
                ",$1286, (Kenmore & Wilson),map,"
                    pic
                    "
Feb 10,"Incredible 1 Bedroom, 1.5 Bath in Uptown, Available: Now","
                    5br -
                    2700ft",$2385, (Winona & Glenwood),map,"
                "
Feb 10,"Astounding 3 Bedroom, 2 Bath in Andersonville, Available: 4/1/2019"," -
                ",$2195, (Chicago),map,"
                    pic
                    "
Feb 10,Bed / 1 Bath in East Albany Park! (4611 N. Kedzie #2N),"
                    3br -
                    1800ft",$1575, (Chicago - East Lakeview),map,"
                "
Feb 10,✿ NICELY UPDATED East Lakeview 1 bedroom - dishwasher - roof deck," -
                ",$1350, (Hoyne & Armitage),map,"
                    pic
                    "
Feb 10,"Spectacular 2 Bedroom, 2 Bath in Bucktown, Available: Now","
                    1br -
                ",$2895, (Belden & Cleveland),map,"
                "
Feb 10,"Phenomenal 1 Bedroom, 1 Bath in Lincoln Park, Available: Now","
                    1br -
                    600ft",$1300, (Chicago - East Lakeview),map,"
                    pic
                    "
Feb 10,✿ UPDATED East Lakeview 1 bedroom - dishwasher - stainless steel," -
                ",$1350, (Grand Crossing),map,"
                "
Feb 10,❄️REDUCED PRICE WINTER DEAL❄️2BR1B W/DINING RM,"
                    2br -
                    1000ft",$750, (1007 N Richmond),map,"
                    pic
                    "
Feb 10,"TOP FLOOR, private laundry, Huge furnished deck!"," -
                ",$2150, (Fairfield & Iowa),map,"
                "
Feb 10,"Tremendous 2 Bedroom, 1 Bath in Ukrainian Village, Available: 3/1/2019","
                    1br -
                    800ft",$1795, (Auburn Gresham),map,"
                    pic
                    "
Feb 10,MOVE IN READY 3BR1B W/HEAT INCL🧺AUBURN GRESHAM🧺," -
                ",$1010, (Lake Shore Drive & Irving Park),map,"
                "
Feb 10,"Preeminent 3 Bedroom, 1.5 Bath in Lakeview, Available: 4/1/2019","
                    2br -
                    1000ft",$2195, (Fullerton & Clark),map,"
                    pic
                    "
Feb 10,"Delightful 5 Bedroom, 4 Bath in Lincoln Park, Available: Now"," -
                ",$4695, (South Shore),map,"
                "
Feb 10,ENJOY YOUR HOT CUP OF ☕️ HERE! 1BR1B W/COOKING GAS/HEAT INCL☕,"
                    2br -
                    1400ft",$720, (Superior & Hoyne),map,"
                    pic
                    "
Feb 10,"Praiseworthy 4 Bedroom, 2 Bath in Ukrainian Village, Available: 2/1/2019"," -
                ",$2800, (Chicago - Lakeview),map,"
                "
Feb 10,✿  GREAT DEAL for this NICE East Lakeview 1 bedroom - central air,"
                    1br -
                    750ft",$1350, (Rogers Park),map,"
                    pic
                    "
Feb 10,Rehabbed! Parking Avail! Central A/C! In Unit Laundry! 2nd Month Free!," -
                ",$1575, (Chicago - East Lakeview),map,"
                "
Feb 10,✿  SUPER NICE East Lakeview 1 bedroom  - dishwasher - dining area,"
                    1br -
                    1130ft",$1325, (958 N Leavitt st),map,"
                    pic
                    "
Feb 10,"2bath, in unit w/d, dishwasher, granite and ss, deck, parking spot!"," -
                ",$2325, (1925 W Armitage),map,"
                "
Feb 10,"Top floor, d/w, sep living dining rms, walk to blue line or metra!","
                    3br -
                    1200ft",$1600, (Chicago - East Lakeview),map,"
                    pic
                    "
Feb 10,✿  UPDATED East Lakeview 1 bedroom - granite/stainless - A/C," -
                ",$1350, (2025 W Shakespeare),map,"
                "
Feb 10,"Top floor, walk to blue el, central ac, dishwasher, shared yard!","
                    2br -
                ",$1700, (Chicago - East Lakeview),map,"
                    pic
                    "
Feb 10,✿ GREAT DEAL for this nice East Lakeview 1 bedroom - dishwasher - A/C,"
                    1br -
                ",$1320, (2312 N Hamlin ave),map,"
                "
Feb 10,"HEAT INCLUDED! walk to metra, free laundry, shared yard, garage spot!","
                    2br -
                    1250ft",$1400, (1900 W Erie),map,"
                    pic
                    "
Feb 10,"Second floor, 1.5 bath, in unit w/d, central ac, large apartment, deck"," -
                ",$1800, (2047 W Iowa),map,"
                "
Feb 10,Vintage charm meets modern updates in this 2br with a bonus office!,"
                    1br -
                    750ft",$2400, (Chicago - Lakeview),map,"
                    pic
                    "
Feb 10,✿  GREAT DEAL for this NICE Lakeview 1 bedroom - dishwasher - pets OK," -
                ",$1320, (2257 N Springfield),map,"
                "
Feb 10,"Newly rehabbed vintage unit, heat included, sep living and dining room","
                    1br -
                ",$1400, (Country Club Hills),map,"
                    pic
                    "
Feb 10,Spacious well maintained 2 floor single family house,"
                    1br -
                    650ft",$1750, (1007 N Richmond),map,"
                "
Feb 10,"Deck, rooftop deck, top floor, d/w, in unit w/d, central ac"," -
                ",$2150, (Chicago - Lakeview),map,"
                    pic
                    "
Feb 10,✿ GREAT DEAL for this nice Lakeview 1 bedroom by the el - dishwasher,"
                    3br -
                ",$1295, (Jackson and Harlem),map,"
                "
Feb 10,Oak Park 1 bedroom 7 month lease,"
                    2br -
                    1000ft",$1145, (3032 W North ave),map,"
                    pic
                    "
Feb 10,"In unit laundry, stainless and granite, jacuzzi tub, lots of space !"," -
                ",$1650, (Ukrainian Village),map,"
                "
Feb 10,"HUGE GREAT BIG ROOMS, large deck, in-unit laundry, pets!","
                    3br -
                    920ft",$2325, (2315 W North ave),map,"
                    pic
                    "
Feb 10,"7min walk to blue el, in unit laundry, central air, hardwood floors!"," -
                ",$1800, (2236 N California),map,"
                "
Feb 10,"Top floor, central ac, d/w, steps to blue line & everything in Logan","
                    3br -
                    1800ft",$1500, (Mount Prospect),map,"
                    pic
                    "
Feb 10,"Picnic and Barbeque area, Private balcony or patio, Walk-in closets"," -
                ",$1324, (Evanston),map,"
                "
Feb 10,Massive Loft Apartment Next To The Redline! Brand New! Ready!,"
                    5br -
                    1800ft",$1295, (Bucktown - North Ave & Oakley),map,"
                    pic
                    "
Feb 10,Brand New! 3 bedroom in Bucktown / Wicker Park," -
                ",$2800, (77 W Huron St),map,"
                "
Feb 10,River North -77 W Huron- Studio $1400,"
                    1br -
                    550ft",$1400, (DARIEN),map,"
                    pic
                    "
Feb 10,SERENE LIFE STYLE IN CONDO-LIKE SETTING," -
                ",$1295, (Bucktown - North Ave & Oakley),map,"
                "
Feb 10,NEW - 3 bedroom in Bucktown / Wicker Park,"
                    4br -
                    1500ft",$2700, (Chicago - East Lakeview),map,"
                    pic
                    "
Feb 10,✿ GREAT DEAL for this NICE East Lakeview 1 bedroom - HEAT INCLUDED!," -
                ",$1295, (Horner Park),map,"
                "
Feb 10,Large 1bd W/Heat Included! Dishwasher! Small Dogs Ok! Ready!,"
                    1br -
                ",$1100, (Chicago - East Lakeview),map,"
                    pic
                    "
Feb 10,✿  SUPER NICE East Lakeview 1 bedroom - dishwasher - A/C,"
                    2br -
                    952ft",$1220, (Chicago - Lakeview),map,"
                "
Feb 10,✿ NEWLY RENOVATED Lakeview studio - granite/stainless - W/D IN UNIT," -
                ",$1325," (Schaumburg, Hoffman Estates, Hanover Park, Streamwood, Barri)",map,"
                    pic
                    "
Feb 10,"24-hour laundry center in every building, Gas range, Dishwasher","
                    1br -
                ",$1341, (Mount Prospect),map,"
                "
Feb 10,"New custom cherry kitchen cabinets, No security deposit, Dishwasher","
                    2br -
                ",$1171," (Chicago, IL)",map,"
                    pic
                    "
Feb 10,Great room with vaulted ceiling: $650 | 1 Beds | 1 Baths |,"
                    2br -
                ",$650, (Chicago - East Lakeview),map,"
                "
Feb 10,✿ BEAUTIFUL East Lakeview studio - granite/stainless - HEAT INCLUDED!,"
                    1br -
                ",$1250, (Chicago - Lakeview),map,"
                    pic
                    "
Feb 10,✿  NICELY UPDATED Lakeview studio - separate kitchen - dishwasher,"
                    2br -
                ",$1150, (Chicago - Lakeview),map,"
                "
Feb 10,✿  UPDATED Lakeview studio by the el - dishwasher - separate kitchen,"
                    1br -
                ",$1120, (Chicago),map,"
                    pic
                    "
Feb 10,Gorgeous Gourmet Kitchen Ready to Rent!,"
                    2br -
                ",$2344, (Chicago - Lakeview),map,"
                "
Feb 10,✿ UPDATED Lakeview studio by the el - granite/stainless - dishwasher,"
                    3br -
                ",$1020, (south loop/printer's row/columbus/target),map,"
                    pic
                    "
Feb 10,Fitness luxury in printer's row-3 bed+DEN TOWNHOME- live the FIT life!,"
                    2br -
                ",$6668, (North Center),map,"
                "
Feb 10,Renovated North Center 2BD Apt steps from Brown Line! SS Appliances!,"
                    1br -
                ",$1595, (South Loop/ columbus),map,"
                    pic
                    "
Feb 10,Trendy building 3 bed 2.5 PENTHOUSE in south loop,"
                    2br -
                ",$6505, (DARIEN),map,"
                "
Feb 10,SERENE LIFE STYLE IN CONDO-LIKE SETTING,"
                    3br -
                    1500ft",$1295, (south loop/ target/ red line),map,"
                    pic
                    "
Feb 10,"South Loop loft 1 BED- FREE internet and $1,000 gift card!"," -
                ",$1995, (lakeshore east/ maggie daley),map,"
                "
Feb 10,"CONVERTIBLE- Lakeshore East living at it's best, tucked away","
                    3br -
                ",$1750, (south loop/ printer's row/ columbus),map,"
                    pic
                    "
Feb 10,Printer's Row 1 bed 1.5 bath- heart of the south loop!,"
                    1br -
                ",$1887, (loop/ maggie daley park/ wacker),map,"
                "
Feb 10,"1 bed w/Spa-like feeling in beautiful new building, close to parks!","
                    1br -
                    650ft",$2288, (south loop/printer's row/ Columbus),map,"
                    pic
                    "
Feb 10,printer's Row 2 bed 2 bath- heart of the south loop!," -
                ",$2612, (south loop),map,"
                "
Feb 10,South Loop STUDIO!  Great building in the heart of south loop!,"
                    2br -
                ",$1480, (Chicago - East Lakeview),map,"
                    pic
                    "
Feb 10,"✿  NICE, CLEAN East Lakeview studio for rent - large living space","
                    3br -
                ",$995, (Mount Prospect),map,"
                "
Feb 10,"Ceramic tile flooring, Varies by unit, Picnic and Barbeque area","
                    2br -
                ",$1324, (south loop/printer's row/columbus/target),map,"
                    pic
                    "
Feb 10,Fitness luxury in printer's row- 2 bed + DEN- live the FIT life!,"
                    2br -
                    840ft",$3170, (south loop/ target/ red line),map,"
                "
Feb 10,"South Loop 1 bed- Harwood floor, stainless, WD in unit"," -
                ",$1659, (west loop),map,"
                    pic
                    "
Feb 10,SERENE LIFE STYLE IN CONDO-LIKE SETTING,"
                    2br -
                    1000ft",$1295, (DARIEN),map,"
                    pic
                    "
Feb 10,"By Randolph Street, 1 bed w/ balcony, walk everywhere!"," -
                ",$2409," (west loop, fulton market, fulton river, gateway)",map,"
                "
Feb 10,Condo quality and prime walking locale! 2 bed /2 bath w/ balcony!,"
                    1br -
                ",$3045, (west loop),map,"
                    pic
                    "
Feb 10,"University Village, lives like a private home w/ POOL, MEDIA ROOM,","
                    2br -
                ",$1950," (university commons, university village, pilsen)",map,"
                "
Feb 10,"Stunning building 1 bed- 1 mo FREE- amenity overload, bowling!!","
                    2br -
                ",$2067, (south loop),map,"
                    pic
                    "
Feb 10,"New Building in West Loop, STUDIO in full amenity building","
                    1br -
                ",$2220, (west loop/ greek town/ whole foods/ marianos/ 90-94),map,"
                "
Feb 10,SERENE LIFE STYLE IN CONDO-LIKE SETTING,"
                    2br -
                    1000ft",$1295, (DARIEN),map,"
                    pic
                    "
Feb 10,"Steps to Randolph Street, STUDIO, walk everywhere!"," -
                ",$2153," (west loop, fulton market, fulton river, gateway)",map,"
                "
Feb 10,"HEAT INCLUDED! walk to metra, free laundry, shared yard, garage spot!","
                    2br -
                ",$1400, (2312 N Hamlin ave),map,"
                    pic
                    "
Feb 10,"West Loop STUDIO, floor to ceiling windows, Randolph St and Loop","
                    1br -
                ",$1851, (fulton market),map,"
                    pic
                    "
Feb 10,Charming 1BD Apt in Lakeview w/ Dishwasher. Walk to Brown/Red/Purple line!,"
                    2br -
                    1180ft",$1275, (Lakeview),map,"
                "
Feb 10,Prime River North Location," -
                ",$3475, (River North),map,"
                    pic
                    "
Feb 10,West Loop 1 bed /1 bath w/ floor to ceiling windows,"
                    1br -
                ",$2096," (fulton market, west loop, loop, gateway)",map,"
                "
Feb 10,1 Bed 1.5 Bath with River Views. 2 Months FREE!,"
                    1br -
                    1087ft",$1625, (ALGONQUIN),map,"
                    pic
                    "
Feb 10,LARGE DINING AREA ~ OPEN FLOORPLAN ~ 1 BD CHICAGO $2365," -
                ",$2365, (Chicago IL 60610),map,"
                "
Feb 10,"West Loop 2 bed w/ floor to ceiling windows, Randolph St & Loop","
                    1br -
                ",$2695," (fulton market, fulton river, west loop, gateway)",map,"
                    pic
                    "
Feb 10,"Elegance in River North, CONDO FINISHES 1 bed w/ balcony!","
                    2br -
                ",$2380, (river north/ groupon),map,"
                "
Feb 10,"Large 1 bed w/ Balcony, WD, Pool, Gym, running track, Pets Ok!","
                    1br -
                ",$2208, (RiverNorth),map,"
                    pic
                    "
Feb 10,"2/2 with balcony, WD, Pool, Gym, running track, Pets Ok!","
                    1br -
                ",$3402, (RiverNorth),map,"
                "
Feb 10,"Heart of river north, walk to Merchandise Mart STUDIO","
                    2br -
                ",$1880, (river north/ loop/ merchandise mart/ East bank),map,"
                    pic
                    "
Feb 10,"Second floor, 1.5 bath, in unit w/d, central ac, large apartment, deck","
                    3br -
                ",$1800, (1900 W Erie),map,"
                "
Feb 10,Vintage charm meets modern updates in this 2br with a bonus office!,"
                    2br -
                ",$2400, (2047 W Iowa),map,"
                    pic
                    "
Feb 10,✿  GREAT DEAL for this NICE Lakeview 1 bedroom - dishwasher - pets OK,"
                    1br -
                ",$1320, (Chicago - Lakeview),map,"
                "
Feb 10,"Newly rehabbed vintage unit, heat included, sep living and dining room","
                    2br -
                ",$1400, (2257 N Springfield),map,"
                    pic
                    "
Feb 10,Spacious well maintained 2 floor single family house,"
                    3br -
                    1500ft",$1750, (Country Club Hills),map,"
                "
Feb 10,"Deck, rooftop deck, top floor, d/w, in unit w/d, central ac"," -
                ",$2150, (1007 N Richmond),map,"
                    pic
                    "
Feb 10,✿ GREAT DEAL for this nice Lakeview 1 bedroom by the el - dishwasher,"
                    3br -
                ",$1295, (Chicago - Lakeview),map,"
                "
Feb 10,Oak Park 1 bedroom 7 month lease,"
                    1br -
                ",$1145, (Jackson and Harlem),map,"
                    pic
                    "
Feb 10,"In unit laundry, stainless and granite, jacuzzi tub, lots of space !","
                    1br -
                    650ft",$1650, (3032 W North ave),map,"
                "
Feb 10,"HUGE GREAT BIG ROOMS, large deck, in-unit laundry, pets!"," -
                ",$2325, (Ukrainian Village),map,"
                    pic
                    "
Feb 10,Charming Gold Coast Studio Apt w/ Heat  CG Included. Steps to Red Line!,"
                    1br -
                ",$1240, (Gold Coast),map,"
                "
Feb 10,"Heart of river north, walk to Merchandise Mart CONVERTIBLE","
                    2br -
                ",$1985, (river north/ merchandise Mart/ Loop),map,"
                    pic
                    "
Feb 10,"Heart of river north, walk to Merchandise Mart 2 bed/2 bath w/ balcony","
                    2br -
                ",$2940, (river north/ merchandise Mart/ Loop),map,"
                "
Feb 10,Trendy 2 bed 2 bath building in West Loop near UIC!,"
                    2br -
                ",$3885, (west loop),map,"
                    pic
                    "
Feb 10,"7min walk to blue el, in unit laundry, central air, hardwood floors!","
                    2br -
                ",$1800, (2315 W North ave),map,"
                "
Feb 10,"Top floor, central ac, d/w, steps to blue line & everything in Logan","
                    3br -
                ",$1500, (2236 N California),map,"
                    pic
                    "
Feb 10,"Picnic and Barbeque area, Private balcony or patio, Walk-in closets","
                    2br -
                ",$1324, (Mount Prospect),map,"
                "
Feb 10,Massive Loft Apartment Next To The Redline! Brand New! Ready!,"
                    2br -
                    840ft",$1295, (Evanston),map,"
                    pic
                    "
Feb 10,Brand New! 3 bedroom in Bucktown / Wicker Park," -
                ",$2800, (Bucktown - North Ave & Oakley),map,"
                "
Feb 10,River North -77 W Huron- Studio $1400,"
                    1br -
                ",$1400, (77 W Huron St),map,"
                    pic
                    "
Feb 10,"New Building in West Loop, 2 bed 2 bath in full amenity building","
                    1br -
                ",$2515, (west loop/ greek town/ whole foods/ marianos/ 90-94),map,"
                "
Feb 10,"New Building in West Loop, STUDIO in full amenity building","
                    2br -
                ",$1730, (west loop/ greek town/ whole foods/ marianos/ 90-94),map,"
                    pic
                    "
Feb 10,Condo quality CONVERTIBLE and prime walking location!,"
                    2br -
                    1000ft",$2031, (west loop),map,"
                "
Feb 10,Renovated 2BD apt in Lakeview w/ In Unit Laundry. Walk to Metra!," -
                ",$1990, (Lakeview),map,"
                    "
Feb 10,FULLY FURNISHED 2 Bed 2 Bath New Smart Condo Reserved Garage Parking,"
                    1br -
                ",$2800, (South Loop),map,"
                "
Feb 10,1 Bed in Uptown w/ All New Finishes & In-Unit Laundry!  No Deposit!,"
                    2br -
                    850ft",$1600, (817 W. Lakeside),map,"
                    pic
                    "
Feb 10,BRAND NEW Renovated Lakeview Studio Apt. Steps to Red Line.," -
                ",$1195, (Lakeview),map,"
                "
Feb 10,Perrie Grove Apartments,"
                    2br -
                ",$1050, (elk grove),map,"
                    pic
                    "
Feb 10,Two Bedroom/Easy Commute /Granite Countertops/Spacious Layout,"
                    3br -
                    1500ft",$2650, (Chestnut and Clark),map,"
                "
Feb 10,3 Bedroom Lakeview Apt for Rent," -
                ",$1850, (Paulina & Belle Plaine),map,"
                    pic
                    "
Feb 10,SERENE LIFE STYLE IN CONDO-LIKE SETTING,"
                    3br -
                    1250ft",$1295, (DARIEN),map,"
                "
Feb 10,NEW - 3 bedroom in Bucktown / Wicker Park," -
                ",$2700, (Bucktown - North Ave & Oakley),map,"
                    pic
                    "
Feb 10,✿ GREAT DEAL for this NICE East Lakeview 1 bedroom - HEAT INCLUDED!,"
                    536ft",$1295, (Chicago - East Lakeview),map,"
                "
Feb 10,Large 1bd W/Heat Included! Dishwasher! Small Dogs Ok! Ready!," -
                ",$1100, (Horner Park),map,"
                    pic
                    "
Feb 10,✿  SUPER NICE East Lakeview 1 bedroom - dishwasher - A/C,"
                    2br -
                    1000ft",$1220, (Chicago - East Lakeview),map,"
                "
Feb 10,March 1 Look You Could Live In This Gorgeous 3BD/2BA Rehabed Apt,"
                    3br -
                    2400ft",$2200, (East Rodgers Park Evanston North Chicago Lake),map,"
                "
Feb 10,3 Bedroom Lakeview Apt for Rent," -
                ",$1850, (Paulina & Belle Plaine),map,"
                    pic
                    "
Feb 10,"Nice location near Loyola Univ, 2 blocks from train & Lake Michigan","
                    3br -
                    1500ft",$1300," (6754 N. Lakewood Ave, Chicago)",map,"
                "
